status_account,month_duration,credit_history,status_savings,years_employment,payment_to_income_ratio,residence_since,age,other_installment_plans,housing,n_credits,job,n_guarantors,telephone,is_foreign_worker,target,sex,marital_status,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,purpose_risk,total_credit_exposure
no_checking,12,critical_other,unknown,Expert,4,2,38,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,adults,103.33333333333333,2,2.2,2.4000000000000004,0,7.123672785204607,413.3333333333333,low_risk,8
no_checking,27,delayed_past,high,Mid-Level,2,2,27,none,own,2,skilled,1,no,yes,1,male,single,mid_young,319.0,3,3.8,2.4000000000000004,1,9.061144065614055,638.0,low_risk,4
low_balance,12,current_paid,medium,Mid-Level,4,3,66,none,own,1,unskilled,1,no,yes,0,male,single,adults,63.833333333333336,5,2.8,1.6,0,6.642486801367256,255.33333333333334,low_risk,4
low_balance,15,critical_other,unknown,Senior,4,2,35,bank,own,3,skilled,1,yes,yes,1,male,single,adults,181.86666666666667,4,1.6,2.4000000000000004,0,7.911690520708339,727.4666666666667,low_risk,12
high_balance,12,current_paid,very_low,Mid-Level,2,2,44,none,rent,1,unskilled,1,yes,yes,1,female,divorced/separated/married,adults,156.75,4,3.2,1.6,1,7.540090320145325,313.5,low_risk,2
high_balance,6,current_paid,high,Junior,2,2,27,none,own,1,unemployed,1,no,no,1,male,married/widowed,mid_young,118.16666666666667,4,4.4,1.2,0,6.565264970035361,236.33333333333334,medium_risk,2
low_balance,36,current_paid,very_low,Junior,4,1,30,none,own,1,management,1,yes,yes,1,female,divorced/separated/married,mid_young,133.19444444444446,5,2.0,2.8,1,8.475537516147405,532.7777777777778,low_risk,4
negative,27,current_paid,very_low,Mid-Level,3,2,27,none,own,1,management,1,no,yes,1,male,single,mid_young,126.51851851851852,6,1.4,2.8,1,8.136518252115291,379.55555555555554,low_risk,3
negative,18,current_paid,very_low,Mid-Level,2,2,22,none,own,1,skilled,1,no,yes,0,male,single,young,136.77777777777777,6,1.4,2.4000000000000004,1,7.809135398120538,273.55555555555554,medium_risk,2
no_checking,21,critical_other,very_low,Junior,4,4,23,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,young,108.95238095238095,2,2.6,2.4000000000000004,1,7.735870319952567,435.8095238095238,medium_risk,4
low_balance,48,all_paid_here,low,Senior,4,2,30,none,own,1,skilled,1,no,yes,1,male,single,mid_young,74.29166666666667,7,2.4,2.4000000000000004,1,8.17948018535889,297.1666666666667,high_risk,4
negative,6,critical_other,very_low,Expert,1,4,39,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,adults,143.33333333333334,5,1.4,2.4000000000000004,1,6.7580945044277305,143.33333333333334,medium_risk,2
no_checking,12,critical_other,low,Senior,4,3,51,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,adults,56.833333333333336,2,3.0,2.4000000000000004,1,6.52649485957079,227.33333333333334,medium_risk,8
negative,36,critical_other,very_low,Mid-Level,3,2,28,none,own,2,skilled,1,no,yes,1,male,single,mid_young,149.19444444444446,5,1.4,2.4000000000000004,1,8.588955557643128,447.58333333333337,medium_risk,6
no_checking,18,critical_other,high,Expert,4,4,46,none,own,2,skilled,1,no,yes,1,male,single,adults,87.88888888888889,2,3.8,2.4000000000000004,1,7.367077059881012,351.55555555555554,low_risk,8
no_checking,6,current_paid,low,Expert,2,4,42,bank,for free,1,skilled,2,yes,yes,1,male,single,adults,224.33333333333334,3,3.0,2.4000000000000004,1,7.205635176410364,448.6666666666667,low_risk,2
no_checking,10,current_paid,very_low,Mid-Level,1,4,38,none,own,1,skilled,1,yes,no,1,male,single,adults,192.4,3,2.6,2.4000000000000004,1,7.562681246721884,192.4,low_risk,1
high_balance,36,current_paid,very_low,Mid-Level,4,1,24,none,own,1,skilled,1,no,yes,1,male,single,young,162.44444444444446,4,3.2,2.4000000000000004,1,8.674025985443025,649.7777777777778,low_risk,4
low_balance,24,critical_other,high,Expert,2,4,29,none,rent,1,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,323.25,4,3.2,2.4000000000000004,1,8.95660873889395,646.5,low_risk,2
low_balance,24,delayed_past,low,Senior,4,4,36,none,rent,1,management,1,yes,yes,1,male,single,adults,290.2916666666667,5,2.4,2.8,1,8.849083518532339,1161.1666666666667,high_risk,4
negative,12,current_paid,very_low,Mid-Level,2,4,20,none,rent,1,skilled,1,no,yes,0,female,divorced/separated/married,young,106.83333333333333,6,1.4,2.4000000000000004,1,7.1569563646156364,213.66666666666666,medium_risk,2
negative,9,critical_other,low,Expert,3,4,48,none,own,2,skilled,2,no,no,1,male,single,adults,143.11111111111111,5,1.8,2.4000000000000004,0,7.161622002939187,429.33333333333337,medium_risk,6
negative,12,all_paid_here,very_low,Expert,4,1,45,bank,own,1,unskilled,1,no,yes,1,male,married/widowed,adults,28.25,8,1.4,1.6,1,5.8289456176102075,113.0,low_risk,4
low_balance,24,current_paid,low,Senior,2,3,38,bank,own,2,skilled,1,yes,yes,1,male,single,adults,146.33333333333334,5,2.4,2.4000000000000004,1,8.164225652265827,292.6666666666667,medium_risk,4
no_checking,6,critical_other,unknown,Mid-Level,1,2,34,none,own,2,unskilled,2,no,yes,1,male,single,mid_young,316.3333333333333,2,2.2,1.6,0,7.549082710812286,316.3333333333333,low_risk,2
no_checking,24,critical_other,low,Expert,3,4,36,none,own,1,skilled,2,yes,yes,1,male,single,adults,119.66666666666667,2,3.0,2.4000000000000004,0,7.96311205897929,359.0,low_risk,3
no_checking,18,critical_other,very_low,Junior,4,1,30,none,own,2,skilled,1,no,yes,1,female,divorced/separated/married,mid_young,58.611111111111114,2,2.6,2.4000000000000004,1,6.962243464266207,234.44444444444446,medium_risk,8
no_checking,15,current_paid,medium,Senior,4,3,36,none,own,2,skilled,1,yes,yes,1,male,single,adults,84.13333333333334,3,3.4,2.4000000000000004,1,7.141245122350491,336.53333333333336,medium_risk,8
low_balance,10,current_paid,very_low,unemployed,2,4,70,bank,for free,1,management,1,yes,yes,1,male,single,adults,730.8,5,2.0,2.8,1,8.896861744480391,1461.6,medium_risk,2
no_checking,36,current_paid,medium,Expert,4,4,36,none,own,1,skilled,1,no,yes,1,male,single,adults,25.25,3,3.4,2.4000000000000004,1,6.813444599510896,101.0,medium_risk,4
no_checking,6,current_paid,medium,Mid-Level,1,2,32,none,own,1,skilled,1,yes,yes,1,male,single,mid_young,496.3333333333333,3,3.4,2.4000000000000004,1,7.999342952713282,496.3333333333333,medium_risk,1
negative,18,current_paid,very_low,unemployed,4,2,33,none,own,1,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,62.833333333333336,6,1.4,2.0999999999999996,1,7.0317412587631285,251.33333333333334,medium_risk,4
low_balance,11,current_paid,high,Junior,4,1,20,none,own,1,skilled,1,no,yes,1,female,divorced/separated/married,young,143.36363636363637,5,3.2,2.4000000000000004,0,7.363913501405819,573.4545454545455,medium_risk,4
no_checking,24,current_paid,very_low,Senior,2,4,25,none,rent,1,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,165.5,3,2.6,2.4000000000000004,1,8.287276755814599,331.0,medium_risk,2
low_balance,24,critical_other,very_low,Expert,4,4,31,none,own,2,skilled,1,yes,yes,0,male,divorced/separated,mid_young,80.625,4,2.0,2.4000000000000004,0,7.568379267836522,322.5,high_risk,8
negative,15,no_credits,very_low,Expert,4,3,33,none,rent,2,skilled,2,no,yes,0,male,single,mid_young,63.333333333333336,9,1.4,2.4000000000000004,1,6.85751406254539,253.33333333333334,medium_risk,8
no_checking,12,current_paid,very_low,Mid-Level,4,1,26,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,63.583333333333336,3,2.6,2.4000000000000004,0,6.638567789166521,254.33333333333334,medium_risk,4
low_balance,24,delayed_past,very_low,unemployed,3,2,34,none,own,1,management,1,yes,yes,0,female,divorced/separated/married,mid_young,86.0,5,2.0,2.8,1,7.632885505395133,258.0,medium_risk,3
low_balance,8,current_paid,very_low,Mid-Level,4,2,33,none,own,1,skilled,1,no,no,1,male,single,mid_young,176.75,5,2.0,2.4000000000000004,0,7.254884810077338,707.0,low_risk,4
negative,21,delayed_past,very_low,Junior,2,1,26,none,own,2,skilled,1,no,yes,0,male,single,mid_young,162.57142857142858,6,1.4,2.4000000000000004,1,8.13593277200489,325.14285714285717,high_risk,4
no_checking,30,all_paid_here,unknown,unemployed,4,1,53,bank,own,1,management,1,yes,yes,0,female,divorced/separated/married,adults,249.5,5,2.2,2.8,0,8.920789888464375,998.0,low_risk,4
negative,12,current_paid,very_low,Mid-Level,2,1,42,none,own,1,skilled,1,no,yes,1,male,divorced/separated,adults,214.75,6,1.4,2.4000000000000004,1,7.8547691834991324,429.5,medium_risk,2
negative,6,critical_other,medium,Expert,4,4,52,none,own,2,skilled,1,no,yes,1,male,single,adults,56.333333333333336,5,2.2,2.4000000000000004,1,5.82600010738045,225.33333333333334,low_risk,8
no_checking,12,current_paid,very_low,Senior,4,2,31,none,rent,2,management,2,yes,yes,1,male,single,mid_young,163.58333333333334,3,2.6,2.8,1,7.582738488914411,654.3333333333334,low_risk,8
negative,21,critical_other,very_low,Expert,4,4,65,none,own,2,skilled,1,no,yes,1,male,single,adults,27.19047619047619,5,1.4,2.4000000000000004,0,6.349138991379798,108.76190476190476,medium_risk,8
no_checking,36,delayed_past,very_low,Junior,1,1,28,none,own,2,skilled,1,no,yes,0,male,divorced/separated,mid_young,265.8888888888889,3,2.6,2.4000000000000004,1,9.166701914946353,265.8888888888889,high_risk,2
low_balance,36,delayed_past,very_low,Mid-Level,2,2,30,stores,own,2,management,1,yes,yes,0,male,divorced/separated,mid_young,123.75,5,2.0,2.8,0,8.40200678160712,247.5,high_risk,4
negative,21,all_paid_here,unknown,Mid-Level,4,2,40,none,own,2,unskilled,2,no,yes,0,male,single,adults,78.42857142857143,8,1.0,1.6,1,7.4073177104694174,313.7142857142857,medium_risk,8
no_checking,24,critical_other,high,Mid-Level,4,4,50,none,own,1,skilled,1,yes,yes,1,male,single,adults,157.375,2,3.8,2.4000000000000004,0,8.236950048061455,629.5,medium_risk,4
low_balance,18,critical_other,very_low,Expert,4,4,36,bank,own,1,skilled,2,yes,yes,0,male,single,adults,49.111111111111114,4,2.0,2.4000000000000004,1,6.785587645007929,196.44444444444446,medium_risk,4
no_checking,15,critical_other,very_low,Mid-Level,4,2,31,none,own,2,skilled,1,no,yes,1,male,single,mid_young,90.66666666666667,2,2.6,2.4000000000000004,1,7.215975002651466,362.6666666666667,low_risk,8
low_balance,9,all_paid_here,very_low,Expert,2,4,74,bank,for free,1,management,2,yes,yes,0,female,divorced/separated/married,adults,569.8888888888889,7,2.0,2.8,1,8.542860938164814,1139.7777777777778,low_risk,2
low_balance,16,critical_other,very_low,unemployed,2,3,68,none,for free,3,unemployed,1,yes,yes,1,male,single,adults,73.4375,4,2.0,0.0,1,7.069874128458572,146.875,medium_risk,6
negative,12,current_paid,low,Senior,4,1,20,none,own,1,skilled,1,no,yes,0,male,married/widowed,young,56.166666666666664,6,1.8,2.4000000000000004,1,6.51471269087253,224.66666666666666,low_risk,4
low_balance,18,no_credits,very_low,Mid-Level,1,4,33,bank,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,180.22222222222223,8,2.0,2.4000000000000004,1,8.08487062913819,180.22222222222223,medium_risk,2
no_checking,24,current_paid,high,Mid-Level,2,3,54,none,own,3,management,1,yes,yes,0,male,single,adults,191.29166666666666,3,3.8,2.8,1,8.432070937999402,382.5833333333333,high_risk,6
low_balance,48,no_credits,low,Senior,4,4,34,none,for free,1,unskilled,2,no,yes,0,male,single,mid_young,80.08333333333333,8,2.4,1.6,1,8.254528881939745,320.3333333333333,high_risk,4
low_balance,27,current_paid,very_low,Mid-Level,4,2,36,none,own,1,skilled,2,yes,yes,0,male,single,adults,145.0,5,2.0,2.4000000000000004,1,8.272826003650401,580.0,high_risk,4
no_checking,6,current_paid,very_low,Senior,2,2,29,none,rent,1,skilled,1,no,yes,1,male,married/widowed,mid_young,351.3333333333333,3,2.6,2.4000000000000004,0,7.653969180478774,702.6666666666666,low_risk,2
low_balance,45,current_paid,low,Mid-Level,4,4,21,none,rent,1,skilled,1,no,yes,0,male,single,young,67.35555555555555,5,2.4,2.4000000000000004,1,8.016977746762262,269.4222222222222,low_risk,4
low_balance,9,critical_other,very_low,Expert,2,3,34,none,own,2,management,1,yes,yes,0,female,divorced/separated/married,mid_young,166.77777777777777,4,2.0,2.8,1,7.31455283232408,333.55555555555554,high_risk,4
no_checking,6,critical_other,very_low,Mid-Level,1,1,28,none,own,2,skilled,1,yes,yes,1,female,divorced/separated/married,mid_young,230.33333333333334,2,2.6,2.4000000000000004,1,7.232010331664759,230.33333333333334,low_risk,2
low_balance,12,current_paid,low,Junior,4,4,27,bank,rent,4,skilled,1,no,yes,0,female,divorced/separated/married,mid_young,79.25,5,2.4,2.4000000000000004,1,6.858565034791365,317.0,medium_risk,16
low_balance,24,current_paid,unknown,Expert,4,4,36,bank,for free,1,skilled,1,yes,yes,1,male,single,adults,115.0,5,1.6,2.4000000000000004,1,7.923348211930154,460.0,low_risk,4
low_balance,18,delayed_past,very_low,Expert,4,3,40,none,own,1,management,1,yes,yes,0,male,divorced/separated,adults,238.72222222222223,5,2.0,2.8,1,8.365905077202456,954.8888888888889,medium_risk,4
no_checking,9,critical_other,medium,Expert,4,2,52,none,own,2,skilled,1,yes,yes,1,male,single,adults,104.0,2,3.4,2.4000000000000004,1,6.842683282238422,416.0,high_risk,8
negative,12,current_paid,very_low,Mid-Level,4,3,27,none,own,1,unskilled,1,no,yes,1,male,married/widowed,mid_young,97.33333333333333,6,1.4,1.6,0,7.063903961472068,389.3333333333333,medium_risk,4
no_checking,27,delayed_past,very_low,Senior,3,4,26,none,own,2,skilled,1,no,yes,1,male,single,mid_young,189.5185185185185,3,2.6,2.4000000000000004,1,8.540519016719735,568.5555555555555,high_risk,6
negative,12,current_paid,very_low,Senior,4,4,21,none,rent,1,skilled,1,no,yes,0,male,married/widowed,young,75.16666666666667,6,1.4,2.4000000000000004,1,6.805722553416985,300.6666666666667,low_risk,4
no_checking,12,critical_other,very_low,Expert,4,1,38,none,own,2,unskilled,2,no,yes,1,male,single,adults,124.58333333333333,2,2.6,1.6,0,7.310550158534422,498.3333333333333,medium_risk,8
negative,30,critical_other,very_low,Expert,3,4,38,none,for free,3,management,2,yes,yes,1,male,single,adults,354.1,5,1.4,2.8,1,9.270870871716214,1062.3000000000002,low_risk,9
no_checking,12,critical_other,very_low,Expert,4,4,43,none,own,3,skilled,1,yes,yes,1,male,single,adults,161.25,2,2.6,2.4000000000000004,0,7.568379267836522,645.0,medium_risk,12
low_balance,12,critical_other,very_low,Senior,4,3,26,none,own,1,skilled,1,no,yes,1,male,single,mid_young,118.66666666666667,4,2.0,2.4000000000000004,1,7.261927092702751,474.6666666666667,medium_risk,4
negative,24,current_paid,very_low,Mid-Level,2,2,21,stores,own,1,unskilled,1,no,yes,1,male,married/widowed,young,273.6666666666667,6,1.4,1.6,1,8.790116892892472,547.3333333333334,high_risk,2
no_checking,12,current_paid,high,Senior,3,2,55,none,own,1,skilled,1,no,no,1,male,single,adults,117.75,3,3.8,2.4000000000000004,1,7.254177846456518,353.25,low_risk,3
no_checking,9,critical_other,unknown,Mid-Level,1,2,33,none,own,2,skilled,2,no,yes,1,male,single,mid_young,341.55555555555554,2,2.2,2.4000000000000004,0,8.031060180240619,341.55555555555554,low_risk,2
no_checking,36,current_paid,unknown,Expert,2,4,45,none,own,1,unskilled,1,yes,yes,1,female,divorced/separated/married,adults,106.52777777777777,3,2.2,1.6,0,8.252185436003328,213.05555555555554,low_risk,2
negative,27,no_credits,very_low,unemployed,2,4,50,stores,own,2,skilled,1,yes,yes,0,male,single,adults,196.03703703703704,9,1.4,2.0999999999999996,1,8.574329382787047,392.0740740740741,high_risk,4
high_balance,30,delayed_past,very_low,Expert,4,4,66,none,own,1,management,1,yes,yes,0,male,single,adults,63.6,4,3.2,2.8,0,7.554334823725748,254.4,high_risk,4
no_checking,36,critical_other,unknown,Expert,4,2,51,none,own,1,skilled,1,yes,yes,1,male,single,adults,92.83333333333333,2,2.2,2.4000000000000004,1,8.114623886420098,371.3333333333333,low_risk,4
low_balance,6,critical_other,unknown,Senior,1,3,39,none,own,2,unskilled,1,no,yes,1,female,divorced/separated/married,adults,155.33333333333334,4,1.6,1.6,1,6.838405200847344,155.33333333333334,low_risk,2
negative,18,no_credits,very_low,Senior,3,1,31,bank,own,1,skilled,1,yes,yes,1,male,single,mid_young,172.44444444444446,9,1.4,2.4000000000000004,1,8.040768994367578,517.3333333333334,high_risk,3
high_balance,36,current_paid,very_low,Mid-Level,2,2,23,none,own,1,skilled,1,yes,yes,1,male,single,young,108.69444444444444,4,3.2,2.4000000000000004,0,8.272315147956022,217.38888888888889,low_risk,2
negative,24,current_paid,very_low,Mid-Level,2,2,24,none,rent,1,unskilled,1,no,yes,1,male,divorced/separated,young,125.875,6,1.4,1.6,0,8.013674142832684,251.75,medium_risk,2
no_checking,10,current_paid,very_low,Mid-Level,2,4,64,none,own,1,skilled,1,yes,yes,1,female,divorced/separated/married,adults,136.4,3,2.6,2.4000000000000004,1,7.21890970761906,272.8,medium_risk,2
low_balance,12,current_paid,very_low,Junior,4,1,26,bank,own,1,unskilled,1,no,yes,1,male,married/widowed,mid_young,52.083333333333336,5,2.0,1.6,0,6.439350371100098,208.33333333333334,low_risk,4
negative,12,current_paid,unknown,Mid-Level,4,4,23,bank,rent,1,skilled,1,yes,yes,1,female,divorced/separated/married,young,100.0,6,1.0,2.4000000000000004,1,7.0909098220799835,400.0,high_risk,4
no_checking,12,current_paid,very_low,Mid-Level,4,2,30,bank,own,2,skilled,1,no,yes,1,male,single,mid_young,58.916666666666664,3,2.6,2.4000000000000004,0,6.56244409369372,235.66666666666666,low_risk,8
no_checking,24,delayed_past,unknown,Mid-Level,4,4,32,none,own,2,skilled,2,yes,yes,1,male,single,mid_young,124.08333333333333,3,2.2,2.4000000000000004,0,7.999342952713282,496.3333333333333,high_risk,8
no_checking,15,current_paid,very_low,Mid-Level,3,2,30,none,own,1,skilled,1,yes,yes,1,male,single,mid_young,310.46666666666664,3,2.6,2.4000000000000004,1,8.446341450444287,931.3999999999999,low_risk,3
no_checking,36,no_credits,very_low,Mid-Level,4,2,27,none,own,2,skilled,1,no,yes,1,male,single,mid_young,72.58333333333333,6,2.6,2.4000000000000004,1,7.868636894184167,290.3333333333333,medium_risk,8
low_balance,48,current_paid,high,Senior,1,2,27,bank,own,2,skilled,1,yes,yes,0,male,single,mid_young,228.35416666666666,5,3.2,2.4000000000000004,1,9.302190025606063,228.35416666666666,low_risk,2
negative,12,current_paid,very_low,Expert,4,4,53,none,for free,1,management,1,yes,yes,0,male,single,adults,655.4166666666666,6,1.4,2.8,1,8.970304952991755,2621.6666666666665,medium_risk,4
no_checking,9,current_paid,very_low,Senior,4,2,22,none,own,1,skilled,1,no,yes,0,male,single,young,164.22222222222223,3,2.6,2.4000000000000004,1,7.2991214627108,656.8888888888889,low_risk,4
negative,24,current_paid,very_low,Junior,4,1,22,bank,for free,1,skilled,1,no,yes,1,male,single,young,131.20833333333334,6,1.4,2.4000000000000004,1,8.055157731819678,524.8333333333334,medium_risk,4
high_balance,36,current_paid,very_low,Mid-Level,4,2,26,none,own,1,skilled,1,no,yes,0,male,single,mid_young,116.94444444444444,4,3.2,2.4000000000000004,1,8.345455428161928,467.77777777777777,low_risk,4
no_checking,9,current_paid,medium,Expert,2,4,51,none,for free,1,unskilled,1,no,yes,1,male,single,adults,278.55555555555554,3,3.4,1.6,1,7.827240901752812,557.1111111111111,medium_risk,2
